energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
970.22,0.09,0.0012,0.0003,,1314.640,0.000000000032,344.2789,E1+M2,-0.021,12,0.001207,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
970.333,0.009,0.56,0.09,,1314.62,,344.29,E1+M2,-0.021,12,1.21E-3,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
974.09,0.05,0.0136,0.0008,,1318.456,0.000000000032,344.2789,M1+E2,0.58,7,0.0039,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
990.18,0.05,0.0314,0.0013,,1605.596,0.000000000037,615.415,E2,,,0.00281,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
995.84,0.05,0.065,0.008,,1680.55,,684.76,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1001.1,0.3,0.0045,0.0008,,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1005.27,0.05,0.659,0.011,,1371.721,0.00000000006,366.4795,M1+E2,-3.1,3,0.00259,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1039.2,0.5,0.0081,0.0019,,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1048.1,0.3,,,,1047.87,,0.0,E0,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
1050.1,0.6,0.0007,0.0003,,1757.001,,706.91,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
